130731,涿鹿县,3,涿鹿,Zhuolu,130700,75600,40.37636,115.22403,10443,,1017,101090312,54408,1,zhuo lu,Z,ZL
130732,赤城县,3,赤城,Chicheng,130700,75500,40.91438,115.83187,10444,,1017,101090313,54404,1,chi cheng,C,CC
130733,崇礼县,3,崇礼,Chongli,130700,76350,40.97519,115.27993,10445,,1017,101090314,54304,1,chong li,C,CL
130800,承德市,2,承德,Chengde,130000,67000,40.976204,117.939152,10446,,1017,101090402,54423,1,cheng de,C,CD
130802,双桥区,3,双桥,Shuangqiao,130800,67000,40.97466,117.9432,10446,,1017,,,0,shuang qiao,S,SQ
130803,双滦区,3,双滦,Shuangluan,130800,67000,40.95375,117.74487,10446,,1017,,,0,shuang luan,S,SL
130804,鹰手营子矿区,3,鹰手营子矿区,Yingshouyingzikuangqu,130800,67200,40.54744,117.65985,10446,,1017,,,0,ying shou ying zi kuang qu,Y,YSYZKQ
130821,承德县,3,承德,Chengde,130800,67400,40.76985,118.17639,10447,,1017,101090403,54430,1,cheng de,C,CD
130822,兴隆县,3,兴隆,Xinglong,130800,67300,40.41709,117.50073,10448,,1017,101090404,54425,1,xing long,X,XL
130823,平泉县,3,平泉,Pingquan,130800,67500,41.01839,118.70196,10449,,1017,101090405,54319,1,ping quan,P,PQ
130824,滦平县,3,滦平,Luanping,130800,68250,40.94148,117.33276,10450,,1017,101090406,54420,1,luan ping,L,LP
130825,隆化县,3,隆化,Longhua,130800,68150,41.31412,117.7297,10451,,1017,101090407,54318,1,long hua,L,LH
130826,丰宁满族自治县,3,丰宁,Fengning,130800,68350,41.20481,116.6492,10452,,1017,101090408,54308,1,feng ning,F,FN
130827,宽城满族自治县,3,宽城,Kuancheng,130800,67600,40.60829,118.49176,10453,,1017,101090409,54432,1,kuan cheng,K,KC
130828,围场满族蒙古族自治县,3,围场,Weichang,130800,68450,41.94368,117.7601,10454,,1017,101090410,54311,1,wei chang,W,WC
